track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,decade,mood
Rose Room,Teddy Wilson,spotify:track:5oCMCUK8QIUPeAYiZSe8VJ,0.528,0.414,8,-22.707,1,0.0874,0.904,0.853,0.957,0.832,103.243,417261,4,33.63824,17,2000s,happy
Take It To Da House,Trick Daddy Featuring The SNS Express,spotify:track:1wLhwzPAtze5JT8qqXlqaO,0.935,0.781,6,-5.795,0,0.197,0.0158,0.0,0.164,0.918,123.894,226160,4,23.25143,11,2000s,happy
Metal VS Hip Hop - Radio Edit,The Drugs,spotify:track:63LYpteHOZeJpOHmeElwbr,0.36,0.9,2,-4.525,1,0.187,0.00451,0.0,0.287,0.362,103.476,145720,4,21.1407,7,2000s,angry
Shake,Ying Yang Twins Featuring Pitbull,spotify:track:1LomM3L6atrf79ZL7nHDp4,0.685,0.944,5,-5.19,1,0.34,0.134,0.0,0.362,0.543,128.013,214827,4,38.50058,9,2000s,surprise
Alleluia (Georgian Chant),Sretenye,spotify:track:7ag7fxgtcCJx1MuGd7s2j4,0.209,0.284,4,-12.72,0,0.0331,0.99,0.0,0.131,0.0633,77.085,72440,1,39.39885,5,2000s,sad
Hardcore (So You Wanna Be),Statik Selektah,spotify:track:2LHIwBVg1b4iNskpdwdGt3,0.631,0.762,11,-7.967,0,0.217,0.0432,0.0,0.275,0.962,171.06,170813,4,74.64322,5,2000s,fear
"Jesus, Take The Wheel",Carrie Underwood,spotify:track:3lec3CzDPAxsZokPph5w87,0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,226493,4,63.86251,9,2000s,angry
"So Long, Lonesome",Explosions In The Sky,spotify:track:1xssV4LrsJvSHX5srnhcXa,0.436,0.363,6,-12.313,1,0.0312,0.738,0.525,0.0686,0.04,104.999,220373,3,46.81887,12,2000s,sad
Rock Me To Sleep,Juliana McCorison,spotify:track:5Elv40qI9ICBViPztOPxrf,0.629,0.358,0,-6.539,1,0.0275,0.947,0.0,0.133,0.37,109.999,177280,3,23.07849,12,2000s,happy
Rockin' That Thang,The-Dream,spotify:track:3oJJ1dQBxiFYGMQSe2SluG,0.674,0.616,8,-4.757,1,0.0432,0.118,0.0,0.289,0.63,77.968,221933,4,26.26371,11,2000s,happy
Post Rock Defends the Nation,Bon Savants,spotify:track:3DNJFMbUUDygI69db4V47q,0.396,0.743,4,-6.228,1,0.0293,0.00924,0.862,0.286,0.367,92.952,260653,4,43.75578,14,2000s,happy
Show Me The Money,Petey Pablo,spotify:track:6lob8yGQuretKACtogsaQL,0.863,0.772,0,-2.278,1,0.114,0.0167,0.0,0.206,0.83,110.514,224680,4,24.03665,10,2000s,happy
Dangerous,Kardinal Offishall Featuring Akon,spotify:track:4NOZ35Dhucr6UlVyLOtktd,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,246053,4,32.33394,11,2000s,happy
President Reagan's Birthday Present,The Jazz Butcher,spotify:track:3vMecDgVJRqeJulFis12Mk,0.477,0.849,2,-14.132,1,0.0532,0.0147,0.524,0.313,0.922,129.491,263493,4,26.40541,12,2000s,happy
Yeh Ladka Hai Allah,Jatin-Lalit,spotify:track:0IYpKZhCeoXB85BslBg3q5,0.646,0.908,11,-4.68,0,0.0988,0.419,1.57e-06,0.381,0.881,104.238,327227,4,32.33142,16,2000s,angry
Dance of Death - 2015 Remaster,Iron Maiden,spotify:track:3IxBuU9ETTZqpwrfiW0daJ,0.311,0.876,4,-5.115,0,0.0936,0.0466,0.00442,0.134,0.296,124.584,516427,4,31.45068,17,2000s,sad
Goin' Crazy,Natalie,spotify:track:48JAAdtKgOQ4u4QRER6bJX,0.6,0.556,1,-7.294,1,0.026,0.624,0.00735,0.0837,0.233,105.957,294093,4,35.4517,14,2000s,fear
Lady,Fela Kuti,spotify:track:6fsLjItlUmbpl16SGi2COD,0.74,0.871,10,-7.871,0,0.0507,0.208,0.000127,0.0917,0.541,106.694,828360,4,58.74332,33,2000s,surprise
"A Mercy of Peace ~ Znamenny Chant, arr. Kovalevsky",Archangel Voices,spotify:track:0vMMQOkA2T0KC8VSEUoBn3,0.13,0.0236,7,-29.042,0,0.0421,0.992,0.0012,0.108,0.04,80.156,200800,5,38.11603,10,2000s,sad
When I Think About Cheatin',Gretchen Wilson,spotify:track:05jSCFSAfFqhrk3UiEvTDX,0.495,0.387,9,-7.531,1,0.0256,0.617,4.4e-06,0.342,0.291,78.418,249227,4,60.70542,11,2000s,sad
Break Down,Girugamesh,spotify:track:3Im6VlOuFiCFTeL69i5u6v,0.536,0.95,4,-4.74,0,0.0884,7.12e-06,0.00306,0.232,0.66,102.528,207853,4,28.89153,12,2000s,angry
Young Forever,Jay-Z + Mr. Hudson,spotify:track:35srNkJVToAzYiZzron1FY,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,253907,4,27.74245,14,2000s,sad
Maalai Saathiaal,Sudha Ragunathan,spotify:track:1IgKWqsId98FRCd95QnoNI,0.536,0.474,8,-10.09,1,0.0514,0.858,0.0,0.134,0.962,159.137,142267,4,35.85027,7,2000s,happy
Evacuate The Dancefloor,Cascada,spotify:track:1fvD4tBLGypUG0Tg2nHHus,0.76,0.694,0,-5.856,1,0.0458,0.0195,0.0,0.29,0.9,127.009,206307,4,34.41847,9,2000s,happy
The Story Continues,Patrick Doyle,spotify:track:2pYtUiFhiRH5ssLl7wBK4v,0.228,0.29,0,-16.318,1,0.0407,0.37,0.928,0.494,0.115,124.267,89187,4,39.72084,5,2000s,sad
Ya No Te Amo,Allison,spotify:track:0RRosMrYsuw9mGCHelX8O0,0.511,0.932,3,-6.461,1,0.0493,0.018,1.74e-06,0.0679,0.697,164.984,231039,4,25.89951,11,2000s,surprise
Vuelve el Rock Mesianico,Los Planetas,spotify:track:6X9246SctP5LiLGiyEURoV,0.166,0.678,7,-4.715,1,0.0399,3.97e-06,0.919,0.177,0.517,150.742,350093,4,58.3382,13,2000s,fear
Sexy Bitch (feat. Akon),David Guetta,spotify:track:0uXO2GrNiIb1xHT9LUdxZE,0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,195853,4,30.02278,9,2000s,happy
Suddenly I See,KT Tunstall,spotify:track:5p9XWUdvbUzmPCukOmwoU3,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201707,4,39.09018,10,2000s,surprise
Pop Bottles,Birdman Featuring Lil Wayne,spotify:track:1kEp3Po9RUPm11N5ITOUWx,0.477,0.813,5,-5.902,1,0.441,0.0695,0.0,0.606,0.533,149.52,205133,4,41.17411,9,2000s,surprise
I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",spotify:track:2Ks9TtFe2AD6kK2GX211Ie,0.711,0.885,9,-3.178,0,0.0804,0.0199,0.0,0.247,0.514,130.954,255400,4,41.59047,12,2000s,angry
Spectral Rock,Thomas Strønen,spotify:track:6xs6pP6WaPTFkIbGc01AFU,0.243,0.261,8,-17.051,1,0.0992,0.476,0.293,0.402,0.0562,61.213,319627,4,30.09743,15,2000s,sad
Cleanin' Out My Closet,Eminem,spotify:track:7BMO7O7ImjV8HNTH74Tshv,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,297840,4,27.13821,14,2000s,happy
Lamentations of the Heart,Philip Wesley,spotify:track:25iBAGxqD6X5JBRwpHgu6e,0.312,0.172,4,-20.437,0,0.0407,0.986,0.865,0.106,0.24,78.354,248240,4,29.80841,13,2000s,sad
The Ring Of Sorrow (Feat. Shagrath Of Dimmu Borgir),Astarte,spotify:track:3Y0Hasyl55eX4ibhPoG7R7,0.291,0.949,10,-4.903,1,0.135,7.46e-05,0.318,0.147,0.039,155.895,412880,4,48.49551,11,2000s,angry
Can't Help But Wait,Trey Songz,spotify:track:5k3VjTwIsOjQ2woGz3Yx71,0.699,0.699,8,-5.564,0,0.0737,0.358,0.0,0.0912,0.611,94.977,206413,4,23.51883,9,2000s,sad
Over and Under,Egypt Central,spotify:track:4MMts6W5k8DlXFOGMFih8P,0.401,0.98,1,-3.818,0,0.0709,7.09e-05,1.65e-06,0.277,0.317,103.106,175053,4,19.4027,8,2000s,angry
Evaritho -- Manavathi - Adi -- Thyagaraja,M. L. Vasanthakumari,spotify:track:788hsphJqpFlOLmrpMy3fB,0.364,0.502,1,-11.07,1,0.264,0.901,0.0,0.115,0.8,181.286,168467,3,54.77256,6,2000s,happy
Too Many Times,Kai Tracid,spotify:track:6mWzstiuBcEhrICmBw4Bti,0.567,0.944,6,-7.22,0,0.0442,0.0244,0.0666,0.106,0.825,137.956,230742,4,58.28618,10,2000s,happy
Wage Slaves,All Shall Perish,spotify:track:5JLI6sbJzxVU1GS6E0gjDj,0.328,0.979,11,-2.136,1,0.16,0.00011,0.391,0.0748,0.0829,102.137,222328,4,26.85784,11,2000s,angry
Dejame Verte,Allison,spotify:track:5SnJqZoe3ZGSfVrQlSmZqM,0.627,0.913,11,-3.262,1,0.0469,0.00355,2.17e-06,0.158,0.725,138.052,182667,4,36.47953,11,2000s,happy
One Night Stand,J-Shin Featuring LaTocha Scott,spotify:track:0GkrLimxhiGAGb2lhS2arM,0.811,0.56,1,-6.991,0,0.18,0.111,0.0,0.137,0.537,125.994,274360,4,28.77462,11,2000s,happy
Leavin',Jesse McCartney,spotify:track:20ORwCJusz4KS2PbTPVNKo,0.687,0.71,9,-5.84,1,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,216880,4,35.93895,9,2000s,happy
Any Means Necessary,Hammerfall,spotify:track:2SZfUbZPR88wvZ92tXK7TO,0.466,0.963,0,-3.759,0,0.0483,0.000221,0.508,0.425,0.355,109.994,215307,4,19.82958,10,2000s,angry
41 Mosquitoes Flying In Formation,Tame Impala,spotify:track:67qnsIUk8tQ2HkOGrr1ZE5,0.519,0.845,7,-6.948,0,0.0519,0.456,0.0314,0.1,0.349,128.045,258213,4,50.6747,10,2000s,sad
Spilling Blood,Necessary Response,spotify:track:3RtxwSRYnaFAxUfp7ITlN8,0.586,0.584,2,-7.777,1,0.0378,0.0173,0.0537,0.122,0.182,124.022,294813,4,34.0151,12,2000s,fear
Lágrimas de metal,Amistades Peligrosas,spotify:track:736E89N5XklUxnrHSfmR0q,0.584,0.726,11,-8.411,1,0.0546,0.544,0.0,0.0801,0.854,96.065,199653,3,43.38494,10,2000s,happy
Ashes By Now,Lee Ann Womack,spotify:track:6aNmHE3Kyp2sREW45vxX4O,0.66,0.74,1,-7.175,1,0.0258,0.051,1.45e-05,0.0894,0.502,107.999,251173,4,24.76932,9,2000s,surprise
Sorry You’re Not a Winner,Enter Shikari,spotify:track:7IUL8fv5iIdD03mqkrqDBw,0.254,0.838,9,-11.59,1,0.23,0.106,7.73e-05,0.0799,0.445,174.518,240213,4,23.01907,11,2000s,surprise
You Do The Science,Brandtson,spotify:track:07eeUsDyTcashxYps5vPf4,0.613,0.98,1,-5.549,0,0.0715,0.00799,1.47e-06,0.0488,0.34,144.004,182080,4,20.52151,9,2000s,surprise
House Stabs,Luke Vibert,spotify:track:1UxiKfFLLaoDMcmepDoDkx,0.702,0.852,0,-3.247,0,0.0714,0.0119,0.583,0.407,0.535,130.593,268800,4,40.18267,11,2000s,angry
So Sick,Ne-Yo,spotify:track:6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,4,20.40989,11,2000s,happy
"Bani Bani - From ""Main Prem Ki Diwani Hoon""",K. S. Chithra,spotify:track:3vlaZLrpL8pbbZKsDTzkyE,0.739,0.575,5,-12.586,1,0.078,0.445,4.26e-06,0.361,0.751,112.081,422067,4,52.73578,13,2000s,happy
Taste the Metal,Dead Man's Hand,spotify:track:5YMKFqZhRKCEL5BTdKstyk,0.498,0.977,2,-5.973,1,0.101,1.8e-06,0.000499,0.199,0.409,130.079,145680,4,41.17529,9,2000s,surprise
My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,spotify:track:2TXB3vQ1IdfQ8u1S0tyLvU,0.642,0.835,1,-4.501,1,0.293,0.206,0.0,0.135,0.553,86.662,192867,4,26.57624,8,2000s,angry
Heavy Metal do Senhor,Zeca Baleiro,spotify:track:0uvMvJv81DyDCBTJ9Nx1Qz,0.458,0.485,2,-10.737,1,0.0373,0.0836,0.00102,0.804,0.173,118.296,316027,4,42.81274,15,2000s,happy
This Love,Maroon 5,spotify:track:6uh71fR49l9L6DlUfSp1Ww,0.71,0.872,5,-4.085,0,0.0366,0.0564,0.0,0.0896,0.775,95.057,206373,4,21.74675,9,2000s,happy
The Dead Leaf Echo,Novembers Doom,spotify:track:15vxGRkLxLzL8zed8Pv7Y4,0.375,0.769,10,-5.996,0,0.037,0.0151,0.269,0.0625,0.264,176.108,450653,3,29.15036,14,2000s,fear
Aerials,System Of A Down,spotify:track:4e9eGQYsOiBcftrWXwsVco,0.364,0.922,0,-4.217,0,0.0566,0.000918,0.035,0.0696,0.227,79.342,235053,4,34.31224,7,2000s,angry
Set Your Goals,CIV,spotify:track:6ZGfQCjQJthCNTV2BuuOlW,0.645,0.884,11,-5.611,0,0.0854,0.000882,0.0119,0.0481,0.805,95.116,110320,4,66.59925,5,2000s,happy
Crawl,Chris Brown,spotify:track:3SK0wdiECK6UltzbYm2rkd,0.41,0.743,5,-6.356,0,0.0591,0.0416,0.0,0.113,0.417,176.048,236253,4,29.55897,7,2000s,surprise
How You Remind Me,Nickelback,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,4,63.09937,6,2000s,surprise
Take A Bow,Rihanna,spotify:track:3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.081,229413,4,36.06871,9,2000s,happy
Flower Petal,A Doom,spotify:track:4vVmm8MFODSqDVAjIPDNI5,0.41,0.912,4,-5.277,1,0.0362,0.0034,0.118,0.117,0.454,146.022,358973,4,40.71442,13,2000s,surprise
Favorite Girl,Justin Bieber,spotify:track:4nTjkWK590oBDcnIxTr1mI,0.581,0.681,7,-4.469,1,0.0435,0.0472,0.0,0.104,0.634,176.034,256800,4,25.53908,12,2000s,fear
Hammer Of Doom,Candlemass,spotify:track:7qkpZGn8vx2kOXnNXou5FU,0.11,0.635,11,-2.753,0,0.0369,0.00112,0.212,0.12,0.231,78.783,376893,4,98.88393,15,2000s,sad
Subliminal Heavy Metal - Original Version,Carnifull Trio,spotify:track:2UvgupGVaCx11Xzd9TQt7J,0.573,0.453,2,-15.017,1,0.856,0.993,0.347,0.07,0.308,101.45,38348,1,0.0,2,2000s,happy
Wir Sind Angekommen,The Horrorist,spotify:track:775952QpvJasH4BSqMSpYc,0.602,0.694,8,-11.149,0,0.0505,0.00649,0.907,0.255,0.0606,137.031,185507,4,67.45128,7,2000s,sad
The Incredible Flutist : 1. Introduction: Siesta in the Market Place,Walter Piston,spotify:track:7heqage7Lnv29epdvOd97N,0.083,0.0524,9,-27.599,1,0.0424,0.545,0.899,0.402,0.0423,173.215,69200,1,38.44174,4,2000s,sad
Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,4,19.84505,11,2000s,happy
Whiskey Yer The Devil,Beatnik Turtle,spotify:track:2tWRVOIJUBdavNbPXyLn2b,0.464,0.929,0,-7.18,1,0.0885,0.237,0.0,0.196,0.473,142.257,137880,4,62.62804,6,2000s,surprise
Watching You,Rodney Atkins,spotify:track:5OusUgzHz6Ulb3GZT7WUo5,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993,235427,4,44.30366,10,2000s,happy
The Anthem,Pitbull Featuring Lil Jon,spotify:track:2cZ5ACJfBj2uAXARdHpjAW,0.793,0.781,10,-4.277,0,0.186,0.00459,1.68e-06,0.0846,0.883,123.996,245055,4,32.27188,10,2000s,happy
Love Sex Magic,Ciara Featuring Justin Timberlake,spotify:track:7xdmTEHRbgQuLR8KpRLLnn,0.893,0.665,1,-5.07,1,0.137,0.0201,0.0,0.299,0.874,107.029,219568,4,40.3001,11,2000s,happy
Crusaders' Anthem,Dream Evil,spotify:track:4OA8XBbqWSp04FI6ZpX8gu,0.377,0.856,0,-3.696,1,0.0425,0.000366,0.234,0.0951,0.461,85.8,261440,4,51.2155,8,2000s,angry
Hester Prynne,As Blood Runs Black,spotify:track:374NPzjUWAoJSGrFWSbWOn,0.321,0.996,0,-1.002,1,0.197,2.79e-05,0.633,0.323,0.162,113.676,218560,1,28.84471,10,2000s,angry
Just Be A Man About It,Toni Braxton,spotify:track:6kD36kVRn5leDDbjXpHQY0,0.753,0.45,9,-6.909,1,0.0924,0.274,2e-06,0.321,0.56,109.405,288933,4,21.51975,10,2000s,happy
Mais où sont passées les gazelles ?,Lizzy Mercier Descloux,spotify:track:3jjKagVw8qVfqSmqnZnZih,0.551,0.851,0,-5.786,1,0.0848,0.216,2.02e-06,0.216,0.965,102.951,213147,4,28.38044,9,2000s,happy
Daniel,Bat For Lashes,spotify:track:5VvsZvy1mwx4teyvI7O9rs,0.593,0.658,8,-8.393,0,0.0364,0.0118,0.0204,0.137,0.422,135.053,251120,4,22.18303,11,2000s,sad
"Dil Dena Hai to Dil De - From ""Hum Pyar Tumhi Se Kar Baithe""",Alka Yagnik,spotify:track:7gQgApRZWWtRolNXub5sZw,0.549,0.594,7,-10.013,0,0.224,0.0676,0.0,0.0864,0.827,79.585,257400,4,22.68304,14,2000s,happy
Junile Nilamazhayil,K. J. Yesudas,spotify:track:46EjU5BG7Eqee6M4qJ6PUP,0.284,0.778,11,-4.871,0,0.0899,0.194,2.55e-05,0.0946,0.342,84.033,288347,4,31.5688,15,2000s,sad
Sandstorm,Darude,spotify:track:24CXuh2WNpgeSYUOvz14jk,0.539,0.98,11,-8.18,0,0.0469,0.169,0.982,0.084,0.522,136.087,225373,4,31.18651,7,2000s,surprise
Say Goodbye,Chris Brown,spotify:track:5F7IJrXD6Fa3EmqoYE0gU4,0.8,0.502,1,-6.062,1,0.0371,0.00167,0.0,0.0784,0.388,115.091,289760,4,32.04904,13,2000s,happy
The Impossible,Joe Nichols,spotify:track:5vyVckEUyIogu3Fq7J3lBR,0.617,0.504,9,-6.702,1,0.0295,0.354,3.1e-06,0.0875,0.197,77.988,245573,4,58.2741,14,2000s,fear
Obsession (No Es Amor),Frankie J Featuring Baby Bash,spotify:track:6LpYKfPDviJJDWNDOrtnoA,0.649,0.51,8,-8.329,1,0.0432,0.098,0.0,0.3,0.557,75.039,225293,4,41.5547,11,2000s,happy
Playground Love,Air,spotify:track:052z2UsE2wPrHsBJ9tly0g,0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,211500,4,33.21507,15,2000s,sad
Descent into the Depths,Midnight Syndicate,spotify:track:0iBDmq6oyXDiCzaeB8jiit,0.0951,0.339,9,-16.066,0,0.0343,0.7,0.951,0.105,0.189,88.308,207893,4,25.88427,10,2000s,sad
The Four Temperaments - Paul Hindemith: Theme with Four Variations: The Four Temperaments for Piano and Strings; Thema,Paul Hindemith,spotify:track:46iTK50qT4MEkHA48kIQmY,0.243,0.0474,1,-28.231,1,0.0385,0.764,0.873,0.115,0.0722,143.305,346240,3,27.53899,20,2000s,sad
Farmhouse,Phish,spotify:track:5dVtj4IAnYSrI3jVfIFIaC,0.447,0.743,0,-6.574,1,0.0282,0.209,0.0,0.0974,0.567,143.993,242040,4,67.39339,6,2000s,surprise
Nisse På Åsen,GÖINGES HJÄLTAR,spotify:track:1Vv93Mo7ZbecaB2JOw4oFq,0.846,0.723,0,-7.277,1,0.0511,0.403,0.0,0.0851,0.962,120.126,166853,5,21.30057,8,2000s,happy
Move For me,Kaskade,spotify:track:3GhICQNsmPCPgG7RyHAV8q,0.529,0.747,1,-6.087,1,0.0344,0.0567,0.00127,0.0957,0.195,128.014,237293,4,30.07258,8,2000s,fear
Family Portrait,P!nk,spotify:track:6VD5vEK2wVfTG7q84pJ6EO,0.762,0.686,0,-5.26,0,0.049,0.0274,3.62e-06,0.572,0.733,91.816,296960,4,46.91783,15,2000s,happy
The Plug,Bonobo,spotify:track:5ilUK78Mc8Z7MXvVy3jTmw,0.644,0.432,10,-10.91,0,0.0363,0.755,0.718,0.273,0.0863,87.029,318600,4,45.44539,12,2000s,sad
Building Bridges,Brooks & Dunn With Sheryl Crow & Vince Gill,spotify:track:1mLStmTgqH0nBzds3S4jkJ,0.677,0.77,9,-4.245,1,0.0255,0.00717,1.04e-05,0.0425,0.686,105.009,262867,4,53.34801,11,2000s,surprise
Spirit (Wanna Stay Here Forever) - Vocal Mix,Fonzerelli,spotify:track:2Xu1uzSI9Je3B4DCPRruJV,0.518,0.626,7,-8.318,1,0.04,0.000183,0.313,0.103,0.111,129.997,417280,4,32.83028,16,2000s,fear
Mantra of Blessing (Purification),Lama Tashi,spotify:track:3vuSxwESB1IZFQlSLrPTfT,0.255,0.233,4,-18.158,1,0.0506,0.993,0.952,0.154,0.0362,132.163,381787,3,135.2539,11,2000s,sad
Montségur - 2015 Remaster,Iron Maiden,spotify:track:0XUS578R2A9CdHciil1S40,0.285,0.99,9,-3.512,1,0.201,7.09e-05,0.00021,0.118,0.215,78.537,350373,4,50.53779,15,2000s,angry
Et cetera,ONE OK ROCK,spotify:track:7JmCk3DbPsYW3YxdD59ZiK,0.456,0.863,6,-5.75,1,0.0614,0.00774,0.000155,0.347,0.147,84.027,274000,4,52.76392,11,2000s,angry
Your Everything,Keith Urban,spotify:track:3IgStZuiKavUbUPWn3Pyy6,0.549,0.54,9,-5.76,1,0.027,0.0399,0.0,0.0688,0.361,139.714,239360,4,42.80577,11,2000s,happy
Say It Right,Nelly Furtado,spotify:track:5AtFypwxB2ShXSxNj12dEd,0.871,0.869,1,-6.308,1,0.139,0.0409,0.00111,0.053,0.834,116.951,223080,4,43.24426,8,2000s,happy
The Messenger,Turisas,spotify:track:5yvGEIQWLQBME5lNOY7CMG,0.127,0.879,7,-5.77,1,0.0857,0.000111,0.422,0.126,0.257,79.875,282333,4,24.30747,10,2000s,angry
Thrash Till Death - Live in Tokyo,Destruction,spotify:track:4MtCbmNUB6OFiVfOjZE64g,0.134,0.998,6,-2.605,0,0.348,3.18e-05,0.00267,0.779,0.0611,86.426,306453,4,47.21372,9,2000s,angry
1234,Feist,spotify:track:2CzWeyC9zlDpIOZPUUKrBW,0.71,0.484,2,-7.415,1,0.049,0.217,3.93e-06,0.0879,0.576,109.951,183667,4,35.30681,10,2000s,happy
Stronger Woman,Jewel,spotify:track:4S0SN8LHWeNgFVb3GFV4lV,0.445,0.802,2,-4.097,1,0.0473,0.161,0.0,0.266,0.54,170.112,242693,4,24.23708,10,2000s,surprise
Hoedown Throwdown,Miley Cyrus,spotify:track:6ntkwU1MhehTKgx4BWxX3f,0.738,0.804,10,-6.018,0,0.0608,0.197,0.0,0.297,0.791,109.045,181013,4,69.50891,8,2000s,happy
Fall Into Me,Emerson Drive,spotify:track:2bVFvGBU2ihWJgMRPcav5r,0.501,0.813,2,-5.01,1,0.0342,0.238,0.0,0.39,0.595,96.986,168867,4,59.80233,5,2000s,surprise
Girlfriend,Bow Wow & Omarion,spotify:track:4yDKPeWA3rJiCNbPALWJjN,0.725,0.795,7,-5.291,1,0.214,0.114,0.0,0.258,0.85,75.03,284827,4,77.76711,10,2000s,happy
Devils & Dust,Bruce Springsteen,spotify:track:4YUSC63LMMUbaeLjcfT4Go,0.638,0.443,2,-6.86,1,0.0283,0.374,0.000483,0.547,0.556,111.079,298627,4,20.98735,16,2000s,happy
Love Sets You Free,Kelly Price & Friends,spotify:track:2mACzgIlPBYdzAucENb7vX,0.485,0.896,5,-4.636,0,0.201,0.334,0.0,0.224,0.899,189.1,249307,4,37.9533,11,2000s,angry
Caramel,City High Featuring Eve,spotify:track:5dXmPzPDTMWmxmpzxAV1JZ,0.801,0.66,5,-8.267,0,0.286,0.175,9.5e-06,0.0748,0.295,93.036,212293,4,50.37614,10,2000s,sad
Metal Massacre Attack (Aruê Aruô),Massacration,spotify:track:5BNAAbzbk7GSiHNkbSfrAv,0.199,0.974,7,-4.072,0,0.227,0.000619,0.256,0.228,0.284,175.727,114187,4,39.01145,6,2000s,angry
If U Seek Amy,Britney Spears,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,216520,4,62.26427,5,2000s,happy
Country Boy,Alan Jackson,spotify:track:5RuCWf4bJC0rqA05b7nWfd,0.73,0.684,9,-10.803,1,0.0351,0.259,1.53e-06,0.111,0.564,139.037,246080,4,28.51132,11,2000s,happy
迷彩,Sheena Ringo,spotify:track:4tIVOQdwt7kxCISuXNF2S4,0.176,0.838,5,-3.938,0,0.0552,0.037,0.00722,0.111,0.487,199.282,232133,4,61.66259,6,2000s,surprise
Phantom of the Opera - Live at the Hammersmith Odeon; 1998 Remaster,Iron Maiden,spotify:track:25P8fL9ygZ29IWnd0I5vJ3,0.191,0.96,4,-7.417,0,0.08,0.00105,0.757,0.908,0.475,174.836,429533,4,30.54836,15,2000s,surprise
Love Like This,Natasha Bedingfield Featuring Sean Kingston,spotify:track:49ppqF73rOz5Nyt1paRxIF,0.781,0.791,7,-3.903,0,0.0468,0.145,0.0,0.127,0.902,76.998,222293,4,42.92875,8,2000s,happy
Dark Horse,Converge,spotify:track:4bDHr5yOmdI2nmbWvBpPS2,0.0935,0.989,0,-3.154,1,0.158,4.05e-06,0.807,0.147,0.108,175.469,174747,5,60.72929,10,2000s,angry
Soul Meets Body,Death Cab For Cutie,spotify:track:5yc59J3MR3tVDPTOgwgRI5,0.621,0.853,2,-5.735,0,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142,229413,4,45.81638,10,2000s,happy
Windspeaks,Uyama Hiroto,spotify:track:0d5OqgwdmMGaJbQOkWWwHI,0.551,0.796,6,-8.702,0,0.042,0.466,0.968,0.104,0.86,123.038,269387,4,35.14747,11,2000s,happy
World in Flames,Novalis Deux,spotify:track:4mb632InA11duN5IojY4rJ,0.456,0.616,0,-5.016,1,0.028,0.105,0.000193,0.115,0.443,90.037,272560,3,39.49849,9,2000s,happy
L.O.V.E.,Ashlee Simpson,spotify:track:7H2TYuu6OmqkxQD3LIZRC7,0.588,0.828,5,-3.309,0,0.0538,0.00298,0.00203,0.644,0.938,191.874,153053,4,31.74352,7,2000s,angry
Livin' Clean,Canton Jones,spotify:track:0eARBCgWpIUFCpnHXmN439,0.849,0.542,2,-7.004,1,0.0969,0.00987,0.0,0.361,0.738,105.955,182613,4,41.98286,9,2000s,happy
The Number of the Beast - 1998 Remaster,Iron Maiden,spotify:track:7z9UU7eamD9OQvGhOJ4R4l,0.406,0.925,2,-5.56,0,0.0664,0.0196,0.00354,0.0845,0.349,99.558,290893,4,51.33606,11,2000s,sad
The Hours,Philip Glass,spotify:track:2vHxeotyQDiCsKaYsaDG5P,0.41,0.125,7,-21.216,0,0.0324,0.973,0.946,0.092,0.0351,103.984,467560,4,59.29095,20,2000s,sad
Too Little Too Late,Barenaked Ladies,spotify:track:7JUalHySYqNFmz1P3nfDyz,0.497,0.987,9,-0.884,1,0.098,0.0308,0.00463,0.123,0.455,144.013,203773,4,30.75908,10,2000s,surprise
Hanabi,Ikimonogakari,spotify:track:0jMK77q1Jf0NcFsdNAtqna,0.445,0.957,7,-2.213,1,0.169,0.0156,0.0,0.0735,0.497,167.046,265120,4,24.34677,15,2000s,surprise
