name,artist,spotify_id,tags,genre,year,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_track_url
Stickshifts And Safetybelts,Cake,0ZNDNZInUk1JJRCjeWzVZc,"rock, alternative, alternative_rock, indie_rock, 90s, country, love",Rock,1996,128653,0.659,0.682,-9.668,0.137,0.416,0.0,0.314,0.913,141.556,https://open.spotify.com/track/0ZNDNZInUk1JJRCjeWzVZc
Shadow,Wild Nothing,0eDovKsfeup8yAS0GqkbFm,"indie, indie_rock, american",unknown,2012,258779,0.45,0.724,-9.569,0.03,0.109,0.865,0.127,0.595,138.065,https://open.spotify.com/track/0eDovKsfeup8yAS0GqkbFm
Pop Song 2006,Razorlight,16sjAHMON6xqPHhLi6F2HH,"rock, indie, indie_rock, british, britpop",Rock,2006,160000,0.653,0.907,-3.302,0.0816,0.0183,0.000222,0.402,0.653,136.009,https://open.spotify.com/track/16sjAHMON6xqPHhLi6F2HH
The Book of Love,The Magnetic Fields,0BjXHkJTyyzJUDXRZDtWuX,"indie, indie_rock, acoustic, indie_pop, love, beautiful, mellow",Rock,1999,162413,0.478,0.265,-13.267,0.0257,0.976,5.45e-05,0.119,0.296,98.406,https://open.spotify.com/track/0BjXHkJTyyzJUDXRZDtWuX
Dream Again,Franz Ferdinand,0aLmaLqW9oFcSSWqchFFva,"rock, indie, indie_rock, british, psychedelic, post_punk, indie_pop, 00s",unknown,2009,198320,0.654,0.464,-10.35,0.0718,0.034,1.69e-06,0.112,0.218,84.614,https://open.spotify.com/track/0aLmaLqW9oFcSSWqchFFva
As Lovers Go,Dashboard Confessional,0ruLleYylMlbKZFCQ00PHH,"rock, alternative, indie, indie_rock, soundtrack, acoustic, emo, love",Rock,2003,209520,0.598,0.786,-4.991,0.0288,0.0048,0.0,0.0569,0.57,113.061,https://open.spotify.com/track/0ruLleYylMlbKZFCQ00PHH
The Switch and the Spur,The Raconteurs,0LowmlSRokw9E9nVYUahbt,"rock, alternative, alternative_rock, indie_rock, 00s",Rock,2008,265626,0.444,0.822,-4.065,0.0322,0.0248,0.0703,0.382,0.457,108.806,https://open.spotify.com/track/0LowmlSRokw9E9nVYUahbt
Death Letter,The White Stripes,3Pi3IrD3g7qLSyRPnK23zY,"rock, alternative, indie_rock, blues, american, 00s, cover, blues_rock",unknown,2000,270026,0.231,0.948,-2.443,0.0554,0.16,0.558,0.335,0.827,190.112,https://open.spotify.com/track/3Pi3IrD3g7qLSyRPnK23zY
Mr. E's Beautiful Blues,Eels,04VMJ7faKfCiJJUewhpZFQ,"alternative, indie, alternative_rock, indie_rock, acoustic, american, indie_pop, love, 00s, mellow, chill",Rock,2000,142640,0.53,0.396,-13.74,0.0325,0.637,0.0002,0.767,0.677,119.242,https://open.spotify.com/track/04VMJ7faKfCiJJUewhpZFQ
A Crippling Blow,The Killers,0uYVzb58FTmWj0nA2Cfipn,"rock, indie, alternative_rock, indie_rock, acoustic",Rock,2008,216613,0.614,0.945,-4.542,0.06,0.00266,0.0727,0.222,0.809,122.948,https://open.spotify.com/track/0uYVzb58FTmWj0nA2Cfipn
Wonderful,Everclear,0824AP71APJG2P2yVeOgah,"rock, alternative, alternative_rock, indie_rock, 90s, american, 00s, grunge",Pop,2012,284826,0.513,0.837,-5.688,0.0495,0.0134,6.96e-06,0.191,0.728,186.732,https://open.spotify.com/track/0824AP71APJG2P2yVeOgah
Talking Backwards,Real Estate,0cCq9wWxSs7Gj9oCNKqN56,"indie, indie_rock, indie_pop, guitar",unknown,2014,190546,0.419,0.88,-6.019,0.0301,0.0295,0.876,0.135,0.521,150.792,https://open.spotify.com/track/0cCq9wWxSs7Gj9oCNKqN56
Gagging Order,Radiohead,1PzZIM6SOd68oZ0PYZUlTx,"indie_rock, british, chillout, acoustic, beautiful, britpop, mellow",unknown,2003,216000,0.307,0.267,-13.797,0.0291,0.847,0.282,0.114,0.169,160.324,https://open.spotify.com/track/1PzZIM6SOd68oZ0PYZUlTx
Elizabeth My Dear,The Stone Roses,4WQYkVzuatEhbfpCrHdmMF,"rock, indie, indie_rock, 80s, british, britpop",Rock,1989,54600,0.5,0.0531,-29.761,0.0421,0.758,0.231,0.175,0.548,107.592,https://open.spotify.com/track/4WQYkVzuatEhbfpCrHdmMF
This Too Shall Pass,OK Go,19vQYrvToJtvtzuPrAj0XM,"alternative, indie, indie_rock, psychedelic, american",unknown,2010,190133,0.429,0.667,-3.435,0.0447,5.31e-05,0.00637,0.127,0.395,160.022,https://open.spotify.com/track/19vQYrvToJtvtzuPrAj0XM
Fools,The Temper Trap,0M2n8HHhB8kavCjAswTEq5,"rock, indie_rock, chillout, piano, love, guitar",unknown,2009,277400,0.563,0.492,-8.846,0.0303,0.115,0.785,0.0585,0.0827,128.025,https://open.spotify.com/track/0M2n8HHhB8kavCjAswTEq5
Susan's House,Eels,1rXrCGNgeUKVjJGczHL5bG,"alternative, indie, indie_rock, singer_songwriter, chillout, 90s, mellow",Rock,2008,236533,0.714,0.506,-9.549,0.0386,0.383,0.305,0.287,0.428,80.486,https://open.spotify.com/track/1rXrCGNgeUKVjJGczHL5bG
Icarus,Bastille,1ECZyLRejWwp4c7b1I0JFf,"indie, indie_rock, beautiful",unknown,2014,225040,0.583,0.778,-6.578,0.0459,0.0712,1.23e-06,0.0753,0.673,134.945,https://open.spotify.com/track/1ECZyLRejWwp4c7b1I0JFf
Halfway Gone,Lifehouse,0E5UaxkhuZlIqm9mz3M8bk,"rock, alternative, alternative_rock, indie_rock",unknown,2010,195306,0.543,0.919,-4.831,0.0415,0.000449,0.0,0.243,0.498,125.023,https://open.spotify.com/track/0E5UaxkhuZlIqm9mz3M8bk
All Hands Against His Own,The Black Keys,0P3hybpZ3SyBJXJAMdtgIJ,"rock, indie_rock, blues, blues_rock",unknown,2014,196906,0.492,0.773,-4.147,0.0326,0.72,0.00455,0.0927,0.802,116.06,https://open.spotify.com/track/0P3hybpZ3SyBJXJAMdtgIJ
Heart Cooks Brain,Modest Mouse,1GuCrT15YP3xwoe9Lq54IJ,"alternative, indie, indie_rock, 90s, american, beautiful, mellow",Rock,1997,242933,0.649,0.521,-4.787,0.0305,0.00626,0.00106,0.223,0.365,81.514,https://open.spotify.com/track/1GuCrT15YP3xwoe9Lq54IJ
Car,Built to Spill,1GNc7hEr1ktdYzYegVXOPK,"indie, indie_rock, 90s",Reggae,1996,187893,0.424,0.66,-3.565,0.0461,0.404,0.0,0.0803,0.343,79.899,https://open.spotify.com/track/1GNc7hEr1ktdYzYegVXOPK
I've Got Friends,Manchester Orchestra,39lO9p7cauZ60xjJDHPd9T,"rock, alternative, indie, indie_rock, love",Rock,2009,297520,0.391,0.893,-5.436,0.0468,0.000316,0.000677,0.287,0.376,164.608,https://open.spotify.com/track/39lO9p7cauZ60xjJDHPd9T
Short Change Hero,The Heavy,1UUnYqTk6ojP6hzsFSUNBq,"indie, alternative_rock, indie_rock, soul, chillout, soundtrack, funk, beautiful, guitar, blues_rock",unknown,2014,320160,0.679,0.488,-12.069,0.0345,0.266,0.00753,0.155,0.779,105.965,https://open.spotify.com/track/1UUnYqTk6ojP6hzsFSUNBq
Rogues,Incubus,00ODTqOMhhWHKZSVxjGfLJ,"rock, alternative, alternative_rock, indie_rock",unknown,1997,236693,0.44,0.987,-3.394,0.0732,0.00164,0.000524,0.0481,0.47,155.11,https://open.spotify.com/track/00ODTqOMhhWHKZSVxjGfLJ
Retirement,Kaiser Chiefs,1RcvMSJV0VzIjfTeyz0wkA,"rock, alternative, indie, indie_rock, british, britpop",Rock,2007,233400,0.32,0.87,-2.219,0.0381,0.0385,0.000156,0.0935,0.343,129.199,https://open.spotify.com/track/1RcvMSJV0VzIjfTeyz0wkA
Dear Catastrophe Waitress,Belle and Sebastian,27ellXVR1OJhY0sz1tUJOV,"indie, indie_rock, indie_pop",Rock,2003,142666,0.606,0.699,-6.887,0.0381,0.146,6.9e-05,0.35,0.659,80.924,https://open.spotify.com/track/27ellXVR1OJhY0sz1tUJOV
We Are the Sleepyheads,Belle and Sebastian,52jLY70PMLJEz9sD6o0IoW,"indie, indie_rock, indie_pop, 00s",Rock,2006,213733,0.514,0.879,-5.236,0.0565,0.0086,4.04e-06,0.0487,0.78,148.644,https://open.spotify.com/track/52jLY70PMLJEz9sD6o0IoW
Digsy's Dinner,Oasis,1owrC9gNXZKB02LU86OFu4,"rock, indie_rock, british, 90s, britpop",Rock,1994,152266,0.3,0.979,-3.964,0.101,0.00103,0.833,0.0615,0.0662,139.442,https://open.spotify.com/track/1owrC9gNXZKB02LU86OFu4
Paper Shoes,Incubus,21V8xhaQXvQkAcuMf5syqr,"rock, alternative, alternative_rock, indie_rock, love, chill",unknown,2006,257453,0.469,0.877,-7.305,0.0391,0.143,0.0279,0.147,0.474,164.246,https://open.spotify.com/track/21V8xhaQXvQkAcuMf5syqr
She Says,Howie Day,2Eq9BFDpLRXmV2kEEZP1EU,"indie_rock, singer_songwriter, acoustic, male_vocalists, love, guitar, mellow, chill",unknown,2000,274173,0.449,0.497,-9.562,0.0305,0.487,1.48e-05,0.0997,0.291,93.31,https://open.spotify.com/track/2Eq9BFDpLRXmV2kEEZP1EU
Bottle Up And Explode!,Elliott Smith,0B0JuoRugvurl4tCBHGbJG,"indie, indie_rock, singer_songwriter, 90s, acoustic, american, indie_pop, beautiful, mellow",Rock,1998,178040,0.59,0.474,-9.428,0.0323,0.35,0.000389,0.668,0.235,116.926,https://open.spotify.com/track/0B0JuoRugvurl4tCBHGbJG
I Can Do It Without You,Kaiser Chiefs,02UDxlwFuZQ1xXzYHtXgzw,"rock, alternative, indie, indie_rock, british, indie_pop, britpop",Rock,2007,203160,0.497,0.945,-1.85,0.036,0.00267,0.0,0.109,0.596,119.92,https://open.spotify.com/track/02UDxlwFuZQ1xXzYHtXgzw
Kill the Messenger,Jack's Mannequin,0kmlfcOsn3oNieLrYO1PpI,"alternative, indie_rock, singer_songwriter, piano, emo, love, beautiful, pop_rock",Folk,2005,204333,0.4,0.823,-5.169,0.0412,0.00543,0.0,0.0928,0.258,164.748,https://open.spotify.com/track/0kmlfcOsn3oNieLrYO1PpI
Northern Whale,"The Good, the Bad & the Queen",3vJFELMHiffCvYyrWFjzLp,"rock, alternative, indie, indie_rock, british, britpop",Rock,2007,234147,0.615,0.579,-9.88,0.0286,0.0553,0.865,0.161,0.655,122.235,https://open.spotify.com/track/3vJFELMHiffCvYyrWFjzLp
Miracle Mile,Cold War Kids,0gmWvxMMvvC8n0ySilwzUc,"indie, indie_rock, blues_rock",unknown,2013,180133,0.356,0.866,-3.144,0.0728,0.00691,0.568,0.323,0.302,142.856,https://open.spotify.com/track/0gmWvxMMvvC8n0ySilwzUc
Hard Row,The Black Keys,0JoZpKAYG4nYHLbXiQ3gTt,"rock, indie_rock, blues, blues_rock",unknown,2003,195533,0.482,0.827,-4.244,0.0524,0.313,0.283,0.118,0.543,119.52,https://open.spotify.com/track/0JoZpKAYG4nYHLbXiQ3gTt
Who Needs Love?,Razorlight,0WZ8q4NGummzR1NVgmBB47,"rock, indie, indie_rock, british, love, britpop",unknown,2006,211533,0.763,0.876,-3.549,0.0307,0.253,0.0,0.0907,0.732,113.061,https://open.spotify.com/track/0WZ8q4NGummzR1NVgmBB47
Heavy Soul,The Black Keys,2I8JjhsicDfVyuxfSiKq39,"rock, indie_rock, blues, blues_rock",unknown,2002,128893,0.428,0.621,-3.116,0.051,0.564,0.00592,0.122,0.892,97.369,https://open.spotify.com/track/2I8JjhsicDfVyuxfSiKq39
Our Bovine Public,The Cribs,0HlxO5fSLf8DbImf1fhh7n,"indie, indie_rock, british, britpop",Rock,2007,137346,0.311,0.961,-1.875,0.172,0.0261,0.0,0.144,0.721,155.687,https://open.spotify.com/track/0HlxO5fSLf8DbImf1fhh7n
Shadow Stabbing,Cake,2yxkvnyno37480Hv1wuAee,"rock, alternative, alternative_rock, indie_rock",Rock,2001,187266,0.836,0.572,-8.236,0.044,0.0455,3.14e-06,0.106,0.817,130.781,https://open.spotify.com/track/2yxkvnyno37480Hv1wuAee
Precious Time,The Maccabees,0Nw0UfadQAb4HhRfiKeDam,"indie, indie_rock, british",unknown,2007,257333,0.331,0.815,-5.583,0.162,0.0519,0.0,0.0968,0.459,169.429,https://open.spotify.com/track/0Nw0UfadQAb4HhRfiKeDam
My Eyes,Travis,0fnCIKy8H1DmJvn3OypZRT,"rock, indie, indie_rock, british, indie_pop, beautiful, britpop, mellow",unknown,2007,248533,0.503,0.741,-7.459,0.0289,0.0127,0.0929,0.147,0.507,89.961,https://open.spotify.com/track/0fnCIKy8H1DmJvn3OypZRT
Natural,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,"rock, alternative, indie, indie_rock, american, indie_pop, male_vocalists, cover, pop_rock",unknown,2018,189466,0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
Guilty Pleasure,Cobra Starship,0QPrz03UPAU0ze0D9S9Au1,"rock, indie_rock, dance, 00s, pop_rock",unknown,2010,202733,0.547,0.815,-6.003,0.0645,0.0195,0.0,0.161,0.678,150.02,https://open.spotify.com/track/0QPrz03UPAU0ze0D9S9Au1
Ways & Means,Snow Patrol,2AID5QuflLHavryarlxu9k,"rock, alternative, indie, indie_rock, british, britpop, chill",Rock,2004,289106,0.457,0.751,-4.933,0.0282,0.0246,0.0189,0.072,0.428,170.1,https://open.spotify.com/track/2AID5QuflLHavryarlxu9k
22 Grand Job,The Rakes,0rvfD5zTMvDBdQsm28odtA,"indie, indie_rock, british, britpop",Rock,2005,107360,0.493,0.943,-3.031,0.0687,0.0197,0.0,0.433,0.872,162.453,https://open.spotify.com/track/0rvfD5zTMvDBdQsm28odtA
You're So Damn Hot,OK Go,18MwbGqH6sfHRmOdm7wH8T,"rock, indie, indie_rock, indie_pop, 00s",Rock,2006,158533,0.538,0.853,-3.741,0.0568,0.00261,0.0,0.0276,0.745,133.751,https://open.spotify.com/track/18MwbGqH6sfHRmOdm7wH8T
Half Light,Athlete,108TGXcyeYoJmtjVtImaWG,"rock, alternative, indie, indie_rock, british, britpop, mellow",unknown,2010,221947,0.455,0.799,-4.21,0.0308,0.0244,6e-06,0.0497,0.619,90.573,https://open.spotify.com/track/108TGXcyeYoJmtjVtImaWG
The Hindu Times,Oasis,05GGDhQNj5zEsZy12zotRF,"rock, indie_rock, british, britpop",Rock,2002,226453,0.419,0.95,-3.04,0.0515,9.22e-06,7.27e-06,0.785,0.351,113.935,https://open.spotify.com/track/05GGDhQNj5zEsZy12zotRF
Rich Girls,The Virgins,1633BJ5EMe5D96XDhrIkPR,"indie, indie_rock, dance, indie_pop",unknown,2009,182466,0.762,0.841,-5.964,0.0379,0.00686,1.06e-06,0.154,0.757,109.573,https://open.spotify.com/track/1633BJ5EMe5D96XDhrIkPR
Better Than Heaven,Bloc Party,0xjqt0slNo1piMpUyDyRe3,"alternative, indie, indie_rock, british, post_punk, 00s",Rock,2008,258839,0.605,0.793,-3.679,0.0568,0.00189,0.0318,0.228,0.395,92.526,https://open.spotify.com/track/0xjqt0slNo1piMpUyDyRe3
Get Off,The Dandy Warhols,0h0I7ItMtUxpqVHNQFtrbi,"rock, alternative, indie, alternative_rock, indie_rock, psychedelic, 00s",unknown,2010,193665,0.468,0.821,-4.68,0.0335,0.00303,0.0,0.328,0.567,146.356,https://open.spotify.com/track/0h0I7ItMtUxpqVHNQFtrbi
Off the Record,My Morning Jacket,0f6x5TeAVPACTxZLEvk46O,"alternative, indie, indie_rock, reggae, 00s",Rock,2005,333800,0.352,0.654,-5.868,0.0315,0.115,0.000213,0.31,0.509,139.335,https://open.spotify.com/track/0f6x5TeAVPACTxZLEvk46O
Sweet and Tender Hooligan,The Smiths,2ysGcZofsGQwUDthgIMJ19,"alternative, indie, indie_rock, 80s, british, new_wave, post_punk, indie_pop, britpop",unknown,2008,215093,0.312,0.975,-3.481,0.0666,0.00857,0.493,0.293,0.651,180.341,https://open.spotify.com/track/2ysGcZofsGQwUDthgIMJ19
The Never-Ending Why,Placebo,0uXw32f3QMyOTlbs81uGft,"rock, alternative, alternative_rock, indie_rock, british, 00s",Rock,2009,203587,0.53,0.924,-4.418,0.0393,1.13e-05,0.000931,0.3,0.44,137.035,https://open.spotify.com/track/0uXw32f3QMyOTlbs81uGft
Glorious Day,Weezer,1nudtEfNDLdYjqyumXLF9h,"rock, alternative, indie_rock, american",Pop,2001,160826,0.207,0.832,-4.361,0.044,4.57e-05,0.000211,0.0912,0.161,206.915,https://open.spotify.com/track/1nudtEfNDLdYjqyumXLF9h
Ana,Pixies,5g3IlBjBRVLmKrU1ZmWAPU,"rock, alternative, indie, alternative_rock, indie_rock, 90s, american, grunge, mellow",unknown,1990,129440,0.658,0.408,-14.297,0.0259,0.0271,0.0219,0.0889,0.371,105.671,https://open.spotify.com/track/5g3IlBjBRVLmKrU1ZmWAPU
My Fault,Imagine Dragons,1BteyXYG96IcTLqRV0Zokq,"alternative, indie, indie_rock, american, male_vocalists, mellow",unknown,2012,175333,0.593,0.809,-6.179,0.0415,0.111,0.0178,0.112,0.497,108.486,https://open.spotify.com/track/1BteyXYG96IcTLqRV0Zokq
Mirrorball,Elbow,04xBdpu35JfdRI4S1t5mX2,"rock, alternative, indie, indie_rock, british, chillout, love, beautiful, 00s, britpop, mellow",Rock,2008,350160,0.592,0.656,-9.04,0.0296,0.276,0.00148,0.0943,0.189,142.635,https://open.spotify.com/track/04xBdpu35JfdRI4S1t5mX2
405,Death Cab for Cutie,0bL99Im6Nhffb0lW1LoKnN,"indie, indie_rock, indie_pop, emo, mellow, chill",unknown,2000,217360,0.625,0.612,-12.812,0.0323,0.451,0.9,0.0972,0.57,119.595,https://open.spotify.com/track/0bL99Im6Nhffb0lW1LoKnN
Be Good,Tokyo Police Club,2GVWm7Y8EfMnbgXKiRSaoN,"indie, indie_rock, post_punk",unknown,2006,124586,0.493,0.968,-3.799,0.0456,0.000657,0.712,0.401,0.692,108.676,https://open.spotify.com/track/2GVWm7Y8EfMnbgXKiRSaoN
Like Herod,Mogwai,0M0TDRZhlWabQaDdu4preK,"indie_rock, instrumental, post_rock",Rock,1997,701600,0.297,0.349,-15.948,0.0433,0.00341,0.821,0.114,0.0409,64.268,https://open.spotify.com/track/0M0TDRZhlWabQaDdu4preK
Do You,Spoon,08a6PhXyXeN3lv1DCKW9qY,"rock, indie, alternative_rock, indie_rock, american, pop_rock",unknown,2014,212653,0.674,0.936,-2.166,0.0271,0.0756,0.000748,0.192,0.948,128.083,https://open.spotify.com/track/08a6PhXyXeN3lv1DCKW9qY
Leaving So Soon?,Keane,02rSfaD7gyHe45GTAUV1nS,"rock, indie, indie_rock, british, piano, indie_pop, love, beautiful, britpop, mellow",Rock,2006,239680,0.368,0.829,-2.819,0.0364,0.000183,0.0,0.367,0.331,144.111,https://open.spotify.com/track/02rSfaD7gyHe45GTAUV1nS
In Transit,"Albert Hammond, Jr.",07GpQYIZA5iRx2ObH28VY8,"rock, indie, indie_rock, singer_songwriter, chillout, indie_pop, 00s, mellow",Rock,2007,214680,0.47,0.735,-3.023,0.0541,0.00229,0.762,0.103,0.607,141.034,https://open.spotify.com/track/07GpQYIZA5iRx2ObH28VY8
Time Won't Let Me Go,The Bravery,12d7zOCGENeo5v2XF295sA,"rock, alternative, indie, alternative_rock, indie_rock, american, love, 00s",Rock,2008,251320,0.386,0.864,-4.776,0.0323,0.00133,5.4e-05,0.44,0.418,154.774,https://open.spotify.com/track/12d7zOCGENeo5v2XF295sA
Try Your Best,Kaiser Chiefs,0C6ZXj6Lrw8GBWQ0Khrf1O,"rock, indie, indie_rock, british, britpop",Rock,2007,221013,0.143,0.689,-5.392,0.0538,0.01,0.95,0.108,0.212,75.195,https://open.spotify.com/track/0C6ZXj6Lrw8GBWQ0Khrf1O
"Ruby, Don't Take Your Love to Town",The Killers,1oBqGUIMwEi6aSSXQGdTfF,"rock, indie, alternative_rock, indie_rock, country, cover",unknown,2007,185200,0.609,0.771,-8.347,0.0312,0.0481,0.339,0.124,0.976,105.807,https://open.spotify.com/track/1oBqGUIMwEi6aSSXQGdTfF
Into the Ocean,Blue October,1qKvlbeYFfiSDjBfO9MQr7,"rock, alternative, alternative_rock, indie_rock, emo, 00s, mellow, chill",unknown,2009,238266,0.756,0.61,-6.435,0.0311,0.273,0.0,0.136,0.372,107.975,https://open.spotify.com/track/1qKvlbeYFfiSDjBfO9MQr7
Perfect Symmetry,Keane,01c65VW4oszVjYNOoLzymZ,"rock, alternative, indie, indie_rock, british, piano, male_vocalists, beautiful, 00s, britpop",Rock,2013,311533,0.514,0.836,-6.342,0.0371,0.0224,0.0,0.0687,0.47,115.012,https://open.spotify.com/track/01c65VW4oszVjYNOoLzymZ
My Heart Is an Apple,Arcade Fire,7BnyEd138xKrrdOSXX5EVb,"alternative, indie, indie_rock, beautiful, 00s, mellow",Rock,2005,267626,0.458,0.348,-11.86,0.0272,0.668,7.21e-05,0.126,0.0651,80.039,https://open.spotify.com/track/7BnyEd138xKrrdOSXX5EVb
Simple Pages,Weezer,0b3gkqd83wklQBNdlVL6wU,"rock, alternative, alternative_rock, indie_rock, emo, grunge",Rock,2001,176693,0.199,0.905,-4.298,0.0511,0.000125,0.279,0.131,0.376,205.092,https://open.spotify.com/track/0b3gkqd83wklQBNdlVL6wU
Thirsty,The National,0f32zo3q7OMUKhS9peKj7r,"alternative, indie, indie_rock, chillout, beautiful",unknown,2003,228320,0.521,0.383,-8.664,0.0268,0.206,0.245,0.256,0.49,130.939,https://open.spotify.com/track/0f32zo3q7OMUKhS9peKj7r
Kirby's House,Razorlight,1aA6WnLwabN7tmebrHNwTe,"rock, indie, indie_rock, british, 00s, britpop",Rock,2006,170813,0.569,0.704,-5.436,0.0375,0.231,0.000457,0.106,0.615,178.098,https://open.spotify.com/track/1aA6WnLwabN7tmebrHNwTe
Just Couldn't Tie Me Down,The Black Keys,0oFyAxKySAiopcf7ONngxA,"rock, indie_rock, blues, blues_rock",unknown,2004,177893,0.521,0.943,-3.101,0.0385,0.512,0.165,0.238,0.831,115.711,https://open.spotify.com/track/0oFyAxKySAiopcf7ONngxA
It's Coming Down,Cake,0tiNQb0JZN5yaNF8WekBBv,"rock, alternative, alternative_rock, indie_rock, pop_rock",Rock,1996,225346,0.571,0.717,-7.462,0.0297,0.0128,0.106,0.128,0.771,119.989,https://open.spotify.com/track/0tiNQb0JZN5yaNF8WekBBv
The Unshockable,Maxïmo Park,4rZTWhbNmwfmuDcUwkrUms,"rock, indie, indie_rock, british, britpop",Rock,2007,196373,0.534,0.969,-3.323,0.0452,0.00356,2.08e-06,0.113,0.689,100.042,https://open.spotify.com/track/4rZTWhbNmwfmuDcUwkrUms
I Could Be Dreaming,Belle and Sebastian,10YfZFVLBLHIgnJr0FSGgN,"indie, indie_rock, indie_pop",Rock,2008,229173,0.368,0.666,-9.123,0.0289,4.75e-05,0.0866,0.392,0.614,82.397,https://open.spotify.com/track/10YfZFVLBLHIgnJr0FSGgN
The Ghost of You Lingers,Spoon,0PzgE3SyuO0gTHULJGOn8h,"rock, alternative, indie, indie_rock, piano, american, indie_pop, mellow",Rock,2008,214733,0.904,0.698,-9.836,0.0443,0.836,0.291,0.0583,0.779,142.25,https://open.spotify.com/track/0PzgE3SyuO0gTHULJGOn8h
The Golden Floor,Snow Patrol,0dOJkq5JlEgqQiZZeB41mq,"rock, alternative, indie, indie_rock, british, beautiful, mellow",Rock,2009,197893,0.744,0.686,-9.697,0.0358,0.304,0.000949,0.119,0.477,105.963,https://open.spotify.com/track/0dOJkq5JlEgqQiZZeB41mq
You're The One,The Black Keys,1ZJf6hZVPU1NoOPS5ThJvA,"rock, indie_rock, blues, chill, blues_rock",unknown,2006,208226,0.594,0.462,-10.218,0.0403,0.822,0.00186,0.123,0.529,128.516,https://open.spotify.com/track/1ZJf6hZVPU1NoOPS5ThJvA
Evil Eye,Franz Ferdinand,01rncBE14dXe3cOLq4okJa,"rock, indie_rock, british, post_punk",unknown,2013,167253,0.706,0.815,-3.287,0.0297,0.0164,5.44e-05,0.052,0.829,110.97,https://open.spotify.com/track/01rncBE14dXe3cOLq4okJa
Big Sur,The Thrills,046DGIclroff138Jmi2Wv1,"indie, indie_rock, indie_pop",unknown,2010,188293,0.555,0.788,-6.293,0.0319,0.0551,0.000441,0.361,0.793,130.029,https://open.spotify.com/track/046DGIclroff138Jmi2Wv1
Summer Babe (Winter Version),Pavement,0Wcpw4oOMprIC7UeN9wpWF,"indie, indie_rock, 90s, american, indie_pop",Rock,2010,195173,0.37,0.852,-6.517,0.0288,5.86e-06,0.881,0.063,0.656,97.341,https://open.spotify.com/track/0Wcpw4oOMprIC7UeN9wpWF
No Tomorrow,Orson,0dMZYmK4gAqzgQCC6IIs3l,"rock, indie, indie_rock, american, indie_pop, 00s, britpop",unknown,2009,167493,0.656,0.624,-4.623,0.0691,0.0065,0.0,0.278,0.735,124.082,https://open.spotify.com/track/0dMZYmK4gAqzgQCC6IIs3l
Grown So Ugly,The Black Keys,1fDcAiEpjwXeTc1iMhcxDN,"rock, indie_rock, blues, cover, blues_rock",unknown,2004,147933,0.399,0.638,-5.349,0.0477,0.466,0.00173,0.344,0.836,172.091,https://open.spotify.com/track/1fDcAiEpjwXeTc1iMhcxDN
Lost In The Light,Bahamas,0boz2COxgC376hg1Drao5V,"indie, indie_rock, singer_songwriter, progressive_rock, downtempo, male_vocalists, mellow",Rock,2012,236813,0.587,0.269,-8.907,0.0417,0.815,0.00207,0.108,0.192,75.567,https://open.spotify.com/track/0boz2COxgC376hg1Drao5V
A Rush and a Push and the Land Is Ours,The Smiths,04Lf8DmW7fI3xq9AfFf8ih,"alternative, indie, indie_rock, 80s, british, new_wave, piano, post_punk, britpop",Rock,1987,182760,0.626,0.573,-12.816,0.0283,0.114,9.63e-05,0.164,0.618,110.102,https://open.spotify.com/track/04Lf8DmW7fI3xq9AfFf8ih
Who Let You Go?,The Killers,0eMEip7MhfSqqk1A7GQq5B,"rock, alternative, indie, alternative_rock, indie_rock",Rock,2007,222906,0.412,0.797,-4.12,0.0478,0.016,0.0,0.134,0.457,170.005,https://open.spotify.com/track/0eMEip7MhfSqqk1A7GQq5B
Nature_1,Muse,4HG00gyHG9FWIWwr1u5Onf,"rock, alternative, alternative_rock, indie_rock, progressive_rock, british, love, britpop",Rock,2001,219359,0.52,0.803,-7.329,0.0437,0.00955,7.08e-05,0.297,0.498,140.052,https://open.spotify.com/track/4HG00gyHG9FWIWwr1u5Onf
The Spark That Bled,The Flaming Lips,0SbQ8lIoGI1hgawHA5QZEY,"rock, alternative, indie, indie_rock, 90s, psychedelic, indie_pop, downtempo, beautiful, psychedelic_rock",unknown,1999,354560,0.309,0.6,-8.051,0.0364,0.541,0.00093,0.0969,0.212,130.35,https://open.spotify.com/track/0SbQ8lIoGI1hgawHA5QZEY
Lamplight,Bombay Bicycle Club,187ham8Imo8IUhkw0xygus,"alternative, indie, indie_rock, british, indie_pop",Rock,2009,224973,0.621,0.834,-7.736,0.0405,0.00346,0.51,0.282,0.634,131.952,https://open.spotify.com/track/187ham8Imo8IUhkw0xygus
